,full_name,Current Club,nationality,minutes_played_overall,goals_overall,clean_sheets_overall
447,Marvin Baudry,Zulte-Waregem,Congo,2409,0,5
448,Thomas Buffel,Zulte-Waregem,Belgium,1083,4,3
449,Onur Kaya,Zulte-Waregem,Belgium,90,0,0
450,Nill De Pauw,Zulte-Waregem,Belgium,1949,4,5
451,Damien Marcq,Zulte-Waregem,France,718,1,1
452,Hicham Faik,Zulte-Waregem,Netherlands,1230,3,1
453,Hamdi Harbaoui,Zulte-Waregem,Tunisia,2368,18,4
454,Johan Lædre Bjørdal,Zulte-Waregem,Norway,181,0,0
455,Henrik Rørvik Bjørdal,Zulte-Waregem,Norway,651,0,1
456,Sandy Walsh,Zulte-Waregem,Netherlands,1527,1,3
457,Mikael Soisalo,Zulte-Waregem,Finland,279,1,4
458,Fredrik Jensen,Zulte-Waregem,Finland,0,0,0
459,Marco Bürki,Zulte-Waregem,Switzerland,1364,0,4
460,Louis Bostyn,Zulte-Waregem,Belgium,0,0,0
461,Davy Roef,Waasland-Beveren,Belgium,2430,0,4
462,Milan Massop,Waasland-Beveren,Netherlands,2255,1,4
463,Tobias Sahlquist,Waasland-Beveren,Denmark,360,0,1
464,Aleksandar Vukotić,Waasland-Beveren,Serbia,2610,1,4
465,Joachim Van Damme,Waasland-Beveren,Belgium,344,1,1
466,Jur Schrijvers,Waasland-Beveren,Belgium,1715,1,2
467,Beni Badibanga,Waasland-Beveren,Belgium,933,0,2
468,Djihad Bizimana,Waasland-Beveren,Rwanda,1265,0,1
469,Louis Verstraete,Waasland-Beveren,Belgium,2017,1,4
470,Nana Opoku Ampomah,Waasland-Beveren,Ghana,1763,7,3
471,Cherif Ndiaye,Waasland-Beveren,Senegal,46,0,0
472,Francesco Forte,Waasland-Beveren,Italy,1387,5,3
473,Daan Heymans,Waasland-Beveren,Belgium,56,0,0
474,Aleksandar Boljević,Waasland-Beveren,Montenegro,2213,3,4
475,Denzel Jubitana,Waasland-Beveren,Belgium,506,1,2
476,Oscar Threlkeld,Waasland-Beveren,England,180,0,1
477,Maximiliano Caufriez,Waasland-Beveren,Belgium,2057,1,3
478,Kevin Debaty,Waasland-Beveren,Belgium,270,0,0
479,Floriano Vanzo,Waasland-Beveren,Belgium,1027,2,1
480,Rafidine Abdullah,Waasland-Beveren,France,644,0,3
481,Kenny Steppe,Sint-Truiden,Belgium,2700,0,5
482,Jorge Filipe Avelino Teixeira,Sint-Truiden,Portugal,2137,0,4
483,Takehiro Tomiyasu,Sint-Truiden,Japan,2430,1,5
484,Steven De Petter,Sint-Truiden,Belgium,1154,0,3
485,Roman Bezus,KAA Gent,Ukraine,1754,3,6
486,Alexandre De Bruyn,Sint-Truiden,Belgium,173,0,1
487,Casper De Norre,KRC Genk,Belgium,2064,2,9
488,Alexis De Sart,Sint-Truiden,Belgium,2234,3,5
489,Yohan Boli,Sint-Truiden,France,2467,12,5
490,Cristian Ceballos Prieto,Sint-Truiden,Spain,688,0,3
491,Jordan Rolly Botaka,Sint-Truiden,Congo DR,2625,7,5
492,Jonathan Legear,Sint-Truiden,Belgium,153,0,2
493,Elton Acolatse,Sint-Truiden,Netherlands,1142,1,2
494,Wolke Janssens,Sint-Truiden,Belgium,12,0,1
495,Pol García Tena,Sint-Truiden,Spain,1935,1,3
496,Samuel Asamoah,Sint-Truiden,Ghana,2262,0,3
497,Fabien Antunes,Sint-Truiden,France,0,0,0
498,Lucas Pirard,Sint-Truiden,Belgium,0,0,0
499,Paul Nardi,Cercle Brugge,France,2700,0,3
500,Jérémy Taravel,Cercle Brugge,France,1679,0,2
501,Benjamin Edouardo Lambot,Cercle Brugge,Belgium,1074,1,3
502,Lloyd Palun,Cercle Brugge,Gabon,1847,0,2
503,Aboud Omar Khamis,Cercle Brugge,Kenya,708,0,1
504,Johanna Ochieng Omolo,Cercle Brugge,Kenya,1114,2,2
505,Xavier Mercier,Cercle Brugge,France,2295,2,3
506,Isaac Koné,Cercle Brugge,France,1913,0,3
507,Kévin Hoggas,Cercle Brugge,France,338,0,1
508,Gianni Bruno,Cercle Brugge,Belgium,1806,8,3
509,Guevin Tormin,Cercle Brugge,France,1238,2,3
510,Adrien Bongiovanni,Cercle Brugge,Belgium,737,1,2
511,Dylan De Belder,Cercle Brugge,Belgium,1023,2,2
512,Yoann Etienne,Cercle Brugge,France,1970,0,3
513,Charles Vanhoutte,Cercle Brugge,Belgium,0,0,0
514,Naomichi Ueda,Cercle Brugge,Japan,1497,0,2
515,Miguel Van Damme,Cercle Brugge,Belgium,0,0,0
516,Christophe Vincent,Cercle Brugge,France,0,0,0
517,Jonathan Leonardo Farías,Cercle Brugge,Argentina,0,0,0
518,Anderson Lopez,Cercle Brugge,Netherlands,6,0,0
519,William Dutoît,KV Oostende,France,1170,0,0
520,Brecht Capon,KV Oostende,Belgium,1441,1,2
521,Žarko Tomašević,KV Oostende,Montenegro,1657,1,2
522,Goran Milović,KV Oostende,Croatia,2408,2,2
523,Wout Faes,KV Oostende,Belgium,2332,1,2
524,Kévin Vandendriessche,KV Oostende,France,2351,2,1
525,Fernando Canesin Matos,KV Oostende,Brazil,2071,4,2
526,Aristote Nkaka,KV Oostende,Belgium,1066,0,2
527,Sindrit Guri,KV Oostende,Albania,1024,2,1
528,Nicolas Rajsel,KV Oostende,France,106,0,0
529,Richairo Zivkovic,KV Oostende,Netherlands,1356,3,2
530,Jordi Vanlerberghe,KV Oostende,Belgium,1654,1,0
531,Logan Ndenbe,KV Oostende,Belgium,122,0,0
532,Indy Boonen,KV Oostende,Belgium,713,3,1
533,Joseph Fabrice Ondoa Ebogo,KV Oostende,Cameroon,1530,0,2
534,Nicolas Lombaerts,KV Oostende,Belgium,1473,0,1
535,François Marquet,KV Oostende,Belgium,417,0,0
536,Robbie D'Haese,KV Oostende,Belgium,295,1,0
537,Olivier Werner,Royal Excel Mouscron,Belgium,540,0,0
538,Christophe Diedhiou,Royal Excel Mouscron,Senegal,268,0,3
539,Bruno Godeau,Royal Excel Mouscron,Belgium,2403,1,7
540,Mërgim Vojvoda,Royal Excel Mouscron,Kosovo,2203,1,7
541,Alexandros Katranis,Royal Excel Mouscron,Greece,562,0,0
542,Dimitri Mohamed,Royal Excel Mouscron,France,1618,1,5
543,Fabrice Olinga Essono,Royal Excel Mouscron,Cameroon,1229,0,5
544,Benjamin Van Durmen,Royal Excel Mouscron,Belgium,1886,1,4
545,Yanis Mbombo Lokwa,Royal Excel Mouscron,Belgium,448,1,3
546,Idrisa Sidi Sambú,Royal Excel Mouscron,Portugal,391,1,1
547,Frantzdy Pierrot,Royal Excel Mouscron,Haiti,1597,6,7
548,Mićo Kuzmanović,Royal Excel Mouscron,Bosnia and Herzegovina,74,0,3
549,Nathan De Medina,Royal Excel Mouscron,Belgium,30,0,1
550,Luca Napoleone,Royal Excel Mouscron,Belgium,312,0,0
551,Giorgos Galitsios,Royal Excel Mouscron,Greece,898,0,3
552,Sebastjan Spahiu,Royal Excel Mouscron,Belgium,24,0,0
553,Nikola Gulan,Royal Excel Mouscron,Serbia,1804,0,7
554,Jeremy Huyghebaert,Royal Excel Mouscron,Belgium,0,0,0
555,Jean Butez,Royal Excel Mouscron,France,2160,0,8
556,Luka Luković,Royal Excel Mouscron,Serbia,7,0,0
557,Karlo Letica,Club Brugge,Croatia,1080,0,4
558,Benoît Poulain,Club Brugge,France,2054,1,10
559,Stefano Denswil,Club Brugge,Netherlands,3042,1,13
560,Matej Mitrović,Club Brugge,Croatia,1029,0,4
561,Ruud Vormer,Club Brugge,Netherlands,3181,6,14
562,Ivan Tomečak,Club Brugge,Croatia,157,0,2
563,Mats Rits,Club Brugge,Belgium,3056,3,15
564,Hans Vanaken,Club Brugge,Belgium,3555,14,15
565,Jelle Vossen,Club Brugge,Belgium,441,5,7
566,Wesley Moraes Ferreira da Silva,Club Brugge,Brazil,3101,13,14
567,Arnaut Groeneveld,Club Brugge,Netherlands,1174,5,9
568,Saulo Decarli,Club Brugge,Switzerland,526,0,2
569,Brandon Baiye,Club Brugge,Belgium,34,0,0
570,Siebe Schrijvers,Club Brugge,Belgium,2188,12,11
571,Alexander Scholz,Club Brugge,Denmark,90,0,1
572,Luan Peres Petroni,Club Brugge,Brazil,12,0,2
573,Dion Cools,Club Brugge,Belgium,342,1,6
574,Ethan Horvath,Club Brugge,USA,2520,0,11
575,Emmanuel Bonaventure Dennis,Club Brugge,Nigeria,1693,7,11
576,Lois Openda,Club Brugge,Belgium,495,4,5
577,Hendrik Van Crombrugge,AS Eupen,Belgium,2700,0,6
578,Siebe Blondelle,AS Eupen,Belgium,2319,2,6
579,Julian Schauerte,AS Eupen,Germany,360,0,0
580,Francesc Xavier Molina Arias,AS Eupen,Spain,1710,1,4
581,Cheick Keita,AS Eupen,Mali,1477,2,4
582,Rémi Mulumba,AS Eupen,Congo DR,793,0,3
583,Mégan Laurent,AS Eupen,Belgium,332,0,2
584,Luis García Fernández,AS Eupen,Spain,2679,8,6
585,David Pollet,AS Eupen,Belgium,857,0,4
586,Ivan Yagan,AS Eupen,Belgium,108,0,0
587,Eric Ocansey,AS Eupen,Ghana,1308,2,5
588,Jean Thierry Lazare Amani,AS Eupen,Côte d'Ivoire,1314,0,5
589,Yuta Toyokawa,AS Eupen,Japan,2084,7,6
590,Florian Raspentino,AS Eupen,France,74,0,0
591,Jordan Lotiès,AS Eupen,France,343,0,2
592,Diawandou Diagné Niang,AS Eupen,Senegal,46,0,0
593,Silas Gnaka,AS Eupen,Côte d'Ivoire,2279,0,6
594,Babacar Niasse,AS Eupen,Senegal,0,0,0
595,Parfait Mandanda,Sporting Charleroi,Congo DR,270,0,0
596,Stergos Marinos,Sporting Charleroi,Greece,2430,0,4
597,Francisco Javier Martos Espigares,Sporting Charleroi,Spain,1685,0,3
598,Dorian Dessoleil,Sporting Charleroi,Belgium,2327,0,4
599,Steeven Willems,Sporting Charleroi,France,1214,0,2
600,Amara Baby,Royal Antwerp FC,Senegal,1496,3,6
601,Cristian Benavente Bristol,Sporting Charleroi,Peru,1892,9,4
602,Gaëtan Hendrickx,Sporting Charleroi,Belgium,1682,0,3
603,Marco Ilaimaharitra,Sporting Charleroi,France,2188,1,3
604,Ali Gholizadeh,Sporting Charleroi,Iran,1277,1,2
605,Chris Vianney Bedia,Zulte-Waregem,Côte d'Ivoire,548,0,2
606,Kaveh Rezaei,Club Brugge,Iran,697,4,2
607,Jérémy Perbet,Sporting Charleroi,France,906,5,4
608,Romain Grange,Sporting Charleroi,France,95,0,0
609,Omid Noorafkan,Sporting Charleroi,Iran,37,0,0
610,Cristophe Diandy,Sporting Charleroi,Senegal,1351,0,3
611,Valentin Baume,Sporting Charleroi,Belgium,0,0,0
612,Mamadou Fall,AS Eupen,Senegal,2134,4,5
613,Sinan Bolat,Royal Antwerp FC,Turkey,3600,0,13
614,Daniel Opare,Royal Antwerp FC,Ghana,1758,0,9
615,Dino Arslanagic,Royal Antwerp FC,Belgium,3039,1,12
616,Faris Haroun,Royal Antwerp FC,Belgium,2970,5,10
617,Sambou Yatabaré,Royal Antwerp FC,Mali,1711,1,7
618,Geoffry Hairemans,Royal Antwerp FC,Belgium,1020,1,6
619,Matheus Borges Domingues,Royal Antwerp FC,Brazil,1168,0,4
620,Simen Juklerød,Royal Antwerp FC,Norway,3445,1,13
621,Egor Nazaryna,Royal Antwerp FC,Ukraine,547,0,7
622,William Owusu Acheampong,Royal Antwerp FC,Ghana,1777,7,12
623,Jonathan Bolingi Mpangi Merikani,Royal Antwerp FC,Congo DR,2094,2,11
624,Rédà Jaadi,Royal Antwerp FC,Belgium,0,0,0
625,Ivo Tiago dos Santos Rodrigues,Royal Antwerp FC,Portugal,1434,2,7
626,Goune Niangadou,Royal Antwerp FC,Mali,0,0,0
627,Nader Ghandri,Royal Antwerp FC,France,6,0,1
628,Zotsara Randriambololona,Royal Antwerp FC,Madagascar,2,0,1
629,Jelle Van Damme,Royal Antwerp FC,Belgium,2795,1,11
630,Jens Teunckens,Royal Antwerp FC,Belgium,0,0,0
631,Davino Verhulst,KSC Lokeren,Belgium,900,0,0
632,Ari Freyr Skúlason,KSC Lokeren,Iceland,1495,1,2
633,Mijat Marić,KSC Lokeren,Switzerland,355,1,0
634,Stefano Marzo,KSC Lokeren,Belgium,97,0,0
635,Jakov Filipović,KSC Lokeren,Croatia,2276,0,5
636,Killian Overmeire,KSC Lokeren,Belgium,2419,0,4
637,Steve De Ridder,KSC Lokeren,Belgium,1932,1,4
638,Lukáš Mareček,KSC Lokeren,Czech Republic,2087,2,4
639,Marko Mirić,KSC Lokeren,Serbia,1234,4,5
640,José Francisco Cevallos Enríquez,KSC Lokeren,Ecuador,1692,4,4
641,Anton Saroka,KSC Lokeren,Belarus,746,1,2
642,Guus Hupperts,KSC Lokeren,Netherlands,1490,2,4
643,Bambo Diaby,KSC Lokeren,Senegal,1310,1,3
644,Mehdi Terki,KSC Lokeren,Algeria,933,3,3
645,Ortwin De Wolf,KSC Lokeren,Belgium,1800,0,5
646,Yusuf Lawal,KSC Lokeren,Nigeria,22,0,1
647,Arno Monsecour,KSC Lokeren,Belgium,79,0,0
648,Robin Söder,KSC Lokeren,Sweden,0,0,0
649,Danny Vuković,KRC Genk,Australia,3330,0,14
650,Sébastien Dewaest,KRC Genk,Belgium,3039,4,13
651,Jere Uronen,KRC Genk,Finland,2656,1,10
652,Joseph Aidoo,KRC Genk,Ghana,2780,1,14
653,Alejandro Pozuelo Melero,KRC Genk,Spain,2382,5,11
654,Ruslan Malinovskiy,KRC Genk,Ukraine,3009,13,13
655,Sander Berge,KRC Genk,Norway,2177,0,10
656,Joakim Mæhle,KRC Genk,Denmark,3365,3,14
657,Leandro Trossard,KRC Genk,Belgium,2785,14,14
658,Mbwana Ally Samatta,KRC Genk,Tanzania,3190,23,14
659,Dieumerci N'Dongala,KRC Genk,Congo DR,1778,4,11
660,Bojan Nastić,KV Oostende,Serbia,778,1,4
661,Ibrahima Seck,Zulte-Waregem,Senegal,923,0,8
662,Zinho Gano,KRC Genk,Belgium,587,1,6
663,Dries Wouters,KRC Genk,Belgium,209,0,2
664,Edon Zhegrova,KRC Genk,Kosovo,319,1,2
665,Jakub Piotrowski,KRC Genk,Poland,130,0,3
666,Bryan Heynen,KRC Genk,Belgium,2643,5,14
667,Nordin Jackers,KRC Genk,Belgium,270,0,1
668,Jhon Janer Lucumí Bonilla,KRC Genk,Colombia,1387,0,5
669,Mouhamadou Lamine N'Dao,Waasland-Beveren,Senegal,163,0,2
670,Daam Foulon,Waasland-Beveren,Belgium,794,0,2
671,Mehdi Carcela-González,Standard Liège,Morocco,2814,5,11
672,William Balikwisha,Standard Liège,Belgium,39,0,1
673,Danijel Miličević,AS Eupen,Bosnia and Herzegovina,908,0,3
674,Núrio Domingos Matias Fortuna,Sporting Charleroi,Portugal,1846,0,4
675,Maxime Busi,Sporting Charleroi,Belgium,285,0,0
676,Arnaud Lusamba,Cercle Brugge,France,2119,0,2
677,Mickaël Tirpan,KSC Lokeren,Belgium,2106,1,4
678,Amine Benchaib,KSC Lokeren,Morocco,482,1,2
679,Didier Lamkel Ze,Royal Antwerp FC,France,1719,4,8
680,Andriy Batsula,KV Kortrijk,Ukraine,546,0,3
681,Brecht Dejaegere,KAA Gent,Belgium,1998,2,5
682,Ahmed Mostafa Taher,KAA Gent,Egypt,8,0,1
683,Théo Bongonda Mbul'Ofeko Batombo,Zulte-Waregem,Belgium,2440,8,5
684,Ryota Morioka,Sporting Charleroi,Japan,853,1,2
685,Junior Fashion Sakala,KV Oostende,Zambia,1146,3,1
686,Jelle Bataille,KV Oostende,Belgium,539,0,1
687,Wataru Endo,Sint-Truiden,Japan,1106,2,4
688,Alioune Camara,KV Kortrijk,Senegal,0,0,0
689,Gojko Cimirot,Standard Liège,Bosnia and Herzegovina,3041,0,10
690,Orlando Carlos Braga de Sá,Standard Liège,Portugal,461,1,5
691,Benjamin Delacourt,Cercle Brugge,France,584,1,1
692,Victor Alexander da Silva,Cercle Brugge,Brazil,499,0,1
693,Nabil Alioui,Cercle Brugge,France,121,0,0
694,Florian Tardieu,Zulte-Waregem,France,1383,0,4
695,Duckens Nazon,Sint-Truiden,Haiti,134,0,1
696,Mohamed Buya Turay,Sint-Truiden,Sierra Leone,164,1,2
697,Takahiro Sekine,Sint-Truiden,Japan,118,0,1
698,Omri Ben Harush,KSC Lokeren,Israel,1477,1,5
699,Đorđe Jovanović,KSC Lokeren,Serbia,574,1,3
700,Mario Jelavić,Royal Excel Mouscron,Croatia,2,0,0
701,Aleksandar Bjelica,KV Oostende,Netherlands,644,1,0
702,Rubin Seigers,KRC Genk,Belgium,174,0,4
703,Dorian Dervite,Sporting Charleroi,France,44,0,0
704,Lovre Kalinić,KAA Gent,Croatia,1216,0,3
705,Din Sula,Waasland-Beveren,Belgium,18,0,0
706,Kristal Abazaj,RSC Anderlecht,Albania,21,0,0
707,Selim Amallah,Royal Excel Mouscron,Belgium,1463,3,6
708,Babacar Dione,Royal Excel Mouscron,Belgium,0,0,0
709,Joher Khadim Rassoul,KSC Lokeren,Senegal,552,0,4
710,Mamadou Sylla Diallo,Sint-Truiden,Senegal,784,1,1
711,Ibrahima Sory Sankhon,Sint-Truiden,Guinea,822,0,1
712,Imoh Ezekiel,KV Kortrijk,Nigeria,652,1,5
713,Brandon Mechele,Club Brugge,Belgium,2880,0,12
714,Joseph Paintsil,KRC Genk,Ghana,1052,3,9
715,Rémy Riou,Sporting Charleroi,France,270,0,0
716,Aboubakary Koita,KV Kortrijk,Belgium,583,1,4
717,Samy Mmaee A Nwambeben,Sint-Truiden,Belgium,363,0,0
718,Noë Dussenne,Royal Excel Mouscron,Belgium,1693,0,4
719,Manuel Benson Hedilazio,Royal Excel Mouscron,Belgium,1488,2,5
720,Bushin Kisonga,AS Eupen,Belgium,90,0,1
721,Samuel Essende,AS Eupen,France,143,0,2
722,Omar Nicolás Govea García,Royal Antwerp FC,Mexico,1104,0,4
723,Laurent Mendy,Royal Antwerp FC,Senegal,0,0,0
724,Felipe Nicolás Avenatti Dovillabichus,KV Kortrijk,Uruguay,1486,8,6
725,Haris Harisis,KV Kortrijk,Greece,517,0,2
726,Sofyan Amrabat,Club Brugge,Morocco,1146,1,8
727,Andy Aryel Najar Rodríguez,RSC Anderlecht,Honduras,1807,0,5
728,Giorgi Kvilitaia,KAA Gent,Georgia,289,4,2
729,Dylan Bronn,KAA Gent,Tunisia,2356,7,6
730,Paul Fadiala Keita,Waasland-Beveren,Senegal,874,0,3
731,Ewoud Pletinckx,Zulte-Waregem,Belgium,803,0,2
732,Rocky Bushiri,AS Eupen,Belgium,1860,0,4
733,Morteza Pouraliganji,AS Eupen,Iran,528,2,2
734,Olivier Deschacht,KSC Lokeren,Belgium,2160,2,5
735,Laurens De Bock,KV Oostende,Belgium,1148,1,0
736,Emmanuel Justine Rabby Banda,KV Oostende,Zambia,173,1,1
737,Nicolas Penneteau,Sporting Charleroi,France,2160,0,4
738,Adama Niane,Sporting Charleroi,Mali,840,2,3
739,Massimo Bruno,Sporting Charleroi,Belgium,1422,4,3
740,Victor James Osimhen,Sporting Charleroi,Nigeria,2029,12,4
741,M'Baye Leye,Royal Excel Mouscron,Senegal,1217,3,6
742,James Lawrence,RSC Anderlecht,England,1884,0,6
743,Bubacarr Sanneh,RSC Anderlecht,Gambia,757,1,2
744,Sven Kums,RSC Anderlecht,Belgium,2632,5,8
745,Dylan Batubinsika,Royal Antwerp FC,France,765,0,2
746,Lior Refaelov,Royal Antwerp FC,Israel,2569,10,9
747,Aurélio Gabriel Ulineia Buta,Royal Antwerp FC,Portugal,1776,0,6
748,Krepin Diatta,Club Brugge,Senegal,1765,2,8
749,Thibault Vlietinck,Club Brugge,Belgium,540,1,5
750,Guillaume Hubert,Club Brugge,Belgium,0,0,0
751,Gil Van Moerzeke,KSC Lokeren,Belgium,0,0,0
752,Maxime Lestienne,Standard Liège,Belgium,1533,5,6
753,Gabriele Angella,Sporting Charleroi,Italy,1246,1,3
754,Nathan Rodes,Sporting Charleroi,Belgium,0,0,0
755,Serge Gakpé,Cercle Brugge,Togo,1062,3,1
756,Kylian Hazard,Cercle Brugge,Belgium,892,4,1
757,Apostolos Vellios,Waasland-Beveren,Greece,922,4,3
758,Valtteri Moren,Waasland-Beveren,Finland,1189,0,1
759,Sulayman Marreh,AS Eupen,Gambia,1758,0,4
760,Kenny Saief,RSC Anderlecht,USA,308,0,3
761,Abdoul Karim Dante,RSC Anderlecht,Mali,0,0,0
762,Marko Bakić,Royal Excel Mouscron,Montenegro,1551,2,5
763,Frank Boya,Royal Excel Mouscron,Cameroon,1713,0,7
764,Clément Libertiaux,Royal Excel Mouscron,Belgium,0,0,0
765,Julien De Sart,KV Kortrijk,Belgium,2015,4,6
766,Dieumerci Mbokani Bezua,Royal Antwerp FC,Congo DR,2638,11,8
767,Michaël Heylen,Zulte-Waregem,Belgium,1034,0,2
768,Arnaud Souquet,KAA Gent,France,2662,0,6
769,Azango Philip Elayo,KAA Gent,Nigeria,26,0,0
770,Daichi Kamada,Sint-Truiden,Japan,1900,12,3
771,Sascha Kotysch,Sint-Truiden,Germany,5,0,1
772,Paul Gladon,Sint-Truiden,Netherlands,0,0,0
773,Mathieu De Smet,Zulte-Waregem,Belgium,0,0,0
774,Kévin Appin,Cercle Brugge,France,290,0,0
775,Marcus Ingvartsen,KRC Genk,Denmark,126,0,2
776,David Henen,Sporting Charleroi,Belgium,589,2,1
777,Marvelous Nakamba,Club Brugge,Zimbabwe,1093,0,8
778,Clinton Mukoni Mata Pedro Lourenço,Club Brugge,Angola,1749,2,9
779,Sander Coopman,KV Oostende,Belgium,1185,0,2
780,Robbe Decostere,Cercle Brugge,Belgium,105,0,0
781,Yves De Winter,Royal Antwerp FC,Belgium,0,0,0
782,Geoffrey Mujangi Bia,KSC Lokeren,Belgium,136,0,0
783,Julian Michel,KSC Lokeren,France,0,0,0
784,Urho Nissilä,Zulte-Waregem,Finland,137,1,1
785,Ivan Fiolić,KRC Genk,Croatia,65,0,1
786,Karlo Lulić,Waasland-Beveren,Croatia,527,0,1
787,Bilal Chibani,Royal Excel Mouscron,Belgium,233,0,3
788,Maarten Vandevoordt,KRC Genk,Belgium,0,0,0
789,Irvin Cardona,Cercle Brugge,France,1202,6,1
790,Olivier Deman,Cercle Brugge,Belgium,2,0,0
791,Renato Cardoso Porto Neto,KAA Gent,Brazil,0,0,0
792,Ken Nkuba Tshiend,Sporting Charleroi,Belgium,29,0,0
793,Gjoko Zajkov,Sporting Charleroi,FYR Macedonia,159,0,1
794,Bennard Yao Kumordzi,KV Kortrijk,Ghana,792,1,2
795,Ciryack Olivier Dhauholou,RSC Anderlecht,Belgium,0,0,0
796,Andrés De Jesús Sarmiento Salas,Royal Excel Mouscron,Colombia,225,0,2
797,Bob Straetman,KSC Lokeren,Belgium,15,0,0
798,Anthony Swolfs,Waasland-Beveren,Belgium,0,0,0
799,Alessio Castro-Montes,AS Eupen,Belgium,1095,1,2
800,Bryan Verboom,Zulte-Waregem,Belgium,0,0,0
801,Hasan Özkan,KV Oostende,Turkey,0,0,0
802,Joel Kalonji,Royal Excel Mouscron,Belgium,19,0,1
803,Noah Fadiga,Club Brugge,Belgium,0,0,0
804,Mamadou Obbi Oularé,Standard Liège,Belgium,366,1,3
805,Eric Smith,KAA Gent,Sweden,97,0,0
806,Yari Verschaeren,RSC Anderlecht,Belgium,1677,2,5
807,Jeremy Doku,RSC Anderlecht,Belgium,105,0,0
808,Mario Tičinović,KSC Lokeren,Croatia,228,0,0
809,Cyril Ngonge,Club Brugge,Belgium,139,0,2
810,Nils Schouterden,AS Eupen,Belgium,203,1,2
811,Robin Mantel,KSC Lokeren,Belgium,0,0,0
812,Gael Kakudji,Royal Antwerp FC,Belgium,1,0,1
813,Alexis Gamboa,Waasland-Beveren,Costa Rica,180,0,0
814,Tuur Dierckx,Waasland-Beveren,Belgium,108,0,0
815,Laurens Symons,KSC Lokeren,Belgium,33,0,0
816,Yuta Koike,Sint-Truiden,Japan,0,0,0
817,Nelson Balongo,Sint-Truiden,Congo DR,0,0,0
818,Vivaldo Borges dos Santos Neto,KRC Genk,Brazil,90,0,0
819,Youssef Msakni,AS Eupen,Tunisia,166,1,0
820,Jakub Řezníček,KSC Lokeren,Czech Republic,132,1,0
821,Tracy Mpati Bibuangu,KSC Lokeren,Belgium,226,0,0
822,Idrissa Sylla,Zulte-Waregem,Guinea,533,2,2
823,Stef Peeters,Zulte-Waregem,Belgium,720,1,2
824,Alexander Sørloth,KAA Gent,Norway,1562,4,3
825,Ivan Obradović,RSC Anderlecht,Serbia,774,0,3
826,Serigne Modou Kara Mbodji,RSC Anderlecht,Senegal,1470,0,4
827,Sidney Friede,Royal Excel Mouscron,Germany,633,2,3
828,Tom De Sutter,KV Oostende,Belgium,510,1,0
829,Merveille Bope Bokadi,Standard Liège,Congo DR,1050,1,1
830,François Maistriaux,Sporting Charleroi,Belgium,0,0,0
831,Stefan Milošević,Waasland-Beveren,Montenegro,194,4,0
832,Issa Marega,Cercle Brugge,France,545,0,0
833,Eike Bansen,Zulte-Waregem,Germany,0,0,0
834,Amin Nouri,KV Oostende,Norway,710,0,0
835,Peter Zulj,RSC Anderlecht,Austria,667,0,5
836,Sieben Dewaele,RSC Anderlecht,Belgium,0,0,0
837,David Martins Simão,Royal Antwerp FC,Portugal,302,0,3
838,Joel Pereira Castro,KV Kortrijk,Portugal,0,0,0
839,Alen Halilović,Standard Liège,Croatia,638,0,2
840,Yannick Bolasie Yala,RSC Anderlecht,Congo DR,1423,6,5
841,Kosuke Kinoshita,Sint-Truiden,Japan,26,0,0
842,Younes Delfi,Sporting Charleroi,Iran,116,0,0
843,Thomas De Bie,KV Oostende,Belgium,0,0,0
844,Vaso Vasić,Royal Excel Mouscron,Serbia,0,0,0
845,Nemanja Antonov,Royal Excel Mouscron,Serbia,124,1,1
846,Adama Traoré,Cercle Brugge,Mali,321,0,0
847,Brian Vandenbussche,Cercle Brugge,Belgium,0,0,0
848,Zohran Ludovic Bassong,Cercle Brugge,Canada,0,0,0
849,Nicolas Raskin,Standard Liège,Belgium,0,0,0
850,Abdul Manaf Nurudeen,AS Eupen,Ghana,0,0,0
851,Jonas Tallieu,Zulte-Waregem,Belgium,0,0,0
852,Junya Ito,KRC Genk,Japan,955,3,5
853,Rai Vloet,Sint-Truiden,Netherlands,0,0,0
854,Konan Ignace Jocelyn N’dri,AS Eupen,Côte d'Ivoire,14,0,0
855,Dylan Mbayo,KSC Lokeren,Belgium,156,0,0
856,Abdoulaye Seck,Royal Antwerp FC,Senegal,90,0,0
857,Nando Nöstlinger,Royal Antwerp FC,Belgium,0,0,0
858,Robbe Quirynen,Royal Antwerp FC,Belgium,0,0,0
859,Milan De Mey,KSC Lokeren,Belgium,0,0,0
860,Jaan Van Wildemeersch,Sporting Charleroi,Belgium,3,0,0
861,Lassana Diarra,Sporting Charleroi,France,0,0,0
862,Arnaud Bodart,Standard Liège,Belgium,0,0,0
863,Hady Sangare,Standard Liège,Mali,0,0,0
864,Joachim Carcela-Gonzalez,Standard Liège,Belgium,0,0,0
865,Brendan Schoonbaert,Club Brugge,Belgium,0,0,0
866,David Arshakyan,Gorica,Armenia,25,0,2
867,Krystian Nowak,Slaven Koprivnica,Poland,1445,1,2
868,László Kleinheisler,Osijek,Hungary,830,1,3
869,Antonio-Mirko Colak,Rijeka,Croatia,1372,12,9
870,Izet Hajrović,Dinamo Zagreb,Bosnia and Herzegovina,981,4,8
871,Petar Stojanović,Dinamo Zagreb,Slovenia,1510,0,10
872,Darko Velkoski,Rijeka,FYR Macedonia,481,0,2
873,Armin Hodžić,Dinamo Zagreb,Bosnia and Herzegovina,180,1,0
